movie,actor
Ratatuj,Julius Callahan
Ratatuj,James Remar
Ratatuj,John Ratzenberger
Ratatuj,Teddy Newton
Ratatuj,Tony Fucile
Ratatuj,Jake Steinfeld
Ratatuj,Brad Bird
Ratatuj,Stéphane Roux
Ratatuj,Jack Bird
Pokój,Brie Larson
Pokój,Jacob Tremblay
Pokój,Sean Bridgers
Pokój,Wendy Crewson
Pokój,Sandy McMaster
Pokój,Matt Gordon
Pokój,Amanda Brugel
Pokój,Joe Pingue
Pokój,Joan Allen
Pokój,Zarrin Darnell-Martin
Pokój,Cas Anvar
Pokój,William H. Macy
Pokój,Jee-Yun Lee
Pokój,Randal Edwards
Pokój,Justin Mader
Pokój,Ola Sturik
Pokój,Rodrigo Fernandez-Stoll
Pokój,Rory O'Shea
Big Lebowski,Jeff Bridges
Big Lebowski,John Goodman
Big Lebowski,Julianne Moore
Big Lebowski,Steve Buscemi
Big Lebowski,David Huddleston
Big Lebowski,Philip Seymour Hoffman
Big Lebowski,Tara Reid
Big Lebowski,Philip Moon
Big Lebowski,Mark Pellegrino
Big Lebowski,Peter Stormare
Big Lebowski,Flea
Big Lebowski,Torsten Voges
Big Lebowski,Jimmie Dale Gilmore
Big Lebowski,Jack Kehler
Big Lebowski,John Turturro
Big Lebowski,James G. Hoosier
Big Lebowski,Carlos Leon
Big Lebowski,Terrence Burton
Tokijska opowieść,Chishû Ryû
Tokijska opowieść,Chieko Higashiyama
Tokijska opowieść,Sô Yamamura
Tokijska opowieść,Setsuko Hara
Tokijska opowieść,Haruko Sugimura
Tokijska opowieść,Kuniko Miyake
Tokijska opowieść,Kyôko Kagawa
Tokijska opowieść,Eijirô Tôno
Tokijska opowieść,Nobuo Nakamura
Tokijska opowieść,Shirô Ôsaka
Tokijska opowieść,Hisao Toake
Tokijska opowieść,Teruko Nagaoka
Tokijska opowieść,Mutsuko Sakura
Tokijska opowieść,Toyo Takahashi
Tokijska opowieść,Tôru Abe
Tokijska opowieść,Sachiko Mitani
Tokijska opowieść,Zen Murase
Tokijska opowieść,Mitsuhiro Môri
Rocky,Sylvester Stallone
Rocky,Talia Shire
Rocky,Burt Young
Rocky,Carl Weathers
Rocky,Burgess Meredith
Rocky,Thayer David
Rocky,Joe Spinell
Rocky,Jimmy Gambina
Rocky,Bill Baldwin
Rocky,Al Silvani
Rocky,George Memmoli
Rocky,Jodi Letizia
Rocky,Diana Lewis
Rocky,George O'Hanlon
Rocky,Larry Carroll
Rocky,Stan Shaw
Rocky,Don Sherman
Rocky,Billy Sands
Hotel Ruanda,Don Cheadle
Hotel Ruanda,Sophie Okonedo
Hotel Ruanda,Joaquin Phoenix
Hotel Ruanda,Xolani Mali
Hotel Ruanda,Desmond Dube
Hotel Ruanda,Hakeem Kae-Kazim
Hotel Ruanda,Tony Kgoroge
Hotel Ruanda,Rosie Motene
Hotel Ruanda,Neil McCarthy
Hotel Ruanda,Mabutho 'Kid' Sithole
Hotel Ruanda,Nick Nolte
Hotel Ruanda,Fana Mokoena
Hotel Ruanda,Jeremiah Ndlovu
Hotel Ruanda,Lebo Mashile
Hotel Ruanda,Antonio David Lyons
Hotel Ruanda,Leleti Khumalo
Hotel Ruanda,Kgomotso Seitshohlo
Hotel Ruanda,Lerato Mokgotho
Logan: Wolverine,Hugh Jackman
Logan: Wolverine,Patrick Stewart
Logan: Wolverine,Dafne Keen
Logan: Wolverine,Boyd Holbrook
Logan: Wolverine,Stephen Merchant
Logan: Wolverine,Elizabeth Rodriguez
Logan: Wolverine,Richard E. Grant
Logan: Wolverine,Eriq La Salle
Logan: Wolverine,Elise Neal
Logan: Wolverine,Quincy Fouse
Logan: Wolverine,Al Coronel
Logan: Wolverine,Frank Gallegos
Logan: Wolverine,Anthony Escobar
Logan: Wolverine,Reynaldo Gallegos
Logan: Wolverine,Krzysztof Soszynski
Logan: Wolverine,Stephen Dunlevy
Logan: Wolverine,Daniel Bernhardt
Logan: Wolverine,Ryan Sturz
Spotlight,Mark Ruffalo
Spotlight,Michael Keaton
Spotlight,Rachel McAdams
Spotlight,Liev Schreiber
Spotlight,John Slattery
Spotlight,Brian d'Arcy James
Spotlight,Stanley Tucci
Spotlight,Elena Wohl
Spotlight,Gene Amoroso
Spotlight,Doug Murray
Spotlight,Sharon McFarlane
Spotlight,Jamey Sheridan
Spotlight,Neal Huff
Spotlight,Billy Crudup
Spotlight,Robert B. Kennedy
Spotlight,Duane Murray
Spotlight,Brian Chamberlain
Spotlight,Michael Cyril Creighton
Pluton,Charlie Sheen
Pluton,Tom Berenger
Pluton,Willem Dafoe
Pluton,Keith David
Pluton,Forest Whitaker
Pluton,Francesco Quinn
Pluton,Kevin Dillon
Pluton,John C. McGinley
Pluton,Reggie Johnson
Pluton,Mark Moses
Pluton,Corey Glover
Pluton,Johnny Depp
Pluton,Chris Pedersen
Pluton,Bob Orwig
Pluton,Corkey Ford
Pluton,David Neidorf
Pluton,Richard Edson
Pluton,Tony Todd
Męczeństwo Joanny d'Arc,Maria Falconetti
Męczeństwo Joanny d'Arc,Eugene Silvain
Męczeństwo Joanny d'Arc,André Berley
Męczeństwo Joanny d'Arc,Maurice Schutz
Męczeństwo Joanny d'Arc,Antonin Artaud
Męczeństwo Joanny d'Arc,Michel Simon
Męczeństwo Joanny d'Arc,Jean d'Yd
Męczeństwo Joanny d'Arc,Louis Ravet
Męczeństwo Joanny d'Arc,Armand Lurville
Męczeństwo Joanny d'Arc,Jacques Arnna
Męczeństwo Joanny d'Arc,Alexandre Mihalesco
Męczeństwo Joanny d'Arc,Léon Larive
Męczeństwo Joanny d'Arc,Jean Aymé
Męczeństwo Joanny d'Arc,Camille Bardou
Męczeństwo Joanny d'Arc,Gilbert Dacheux
Męczeństwo Joanny d'Arc,Gilbert Dalleu
Męczeństwo Joanny d'Arc,Paul Delauzac
Męczeństwo Joanny d'Arc,Dimitri Dimitriev
Terminator,Arnold Schwarzenegger
Terminator,Linda Hamilton
Terminator,Michael Biehn
Terminator,Paul Winfield
Terminator,Lance Henriksen
Terminator,Rick Rossovich
Terminator,Bess Motta
Terminator,Earl Boen
Terminator,Dick Miller
Terminator,Shawn Schepps
Terminator,Bruce M. Kerner
Terminator,Franco Columbu
Terminator,Bill Paxton
Terminator,Brad Rearden
Terminator,Brian Thompson
Terminator,William Wisher
Terminator,Ken Fritz
Terminator,Tom Oberhaus
Jai Bhim,Suriya
Jai Bhim,Lijo Mol Jose
Jai Bhim,Manikandan K.
Jai Bhim,Rajisha Vijayan
Jai Bhim,Prakash Raj
Jai Bhim,Rao Ramesh
Jai Bhim,Guru Somasundaram
Jai Bhim,M.S. Bhaskar
Jai Bhim,V. Jayaprakash
Jai Bhim,Sibi Thomas
Jai Bhim,Ilavarasu
Jai Bhim,Jayarao
Jai Bhim,Sujatha Sivakumar
Jai Bhim,Ravi Venkatraman
Jai Bhim,Tamizh
Jai Bhim,Kumaravel
Jai Bhim,Supergood Subramani
Jai Bhim,Bala Hasan
Przed zachodem słońca,Ethan Hawke
Przed zachodem słońca,Julie Delpy
Przed zachodem słońca,Vernon Dobtcheff
Przed zachodem słońca,Louise Lemoine Torrès
Przed zachodem słońca,Rodolphe Pauly
Przed zachodem słońca,Mariane Plasteig
Przed zachodem słońca,Diabolo
Przed zachodem słońca,Denis Evrard
Przed zachodem słońca,Albert Delpy
Przed zachodem słońca,Marie Pillet
Wyścig,Daniel Brühl
Wyścig,Chris Hemsworth
Wyścig,Olivia Wilde
Wyścig,Alexandra Maria Lara
Wyścig,Pierfrancesco Favino
Wyścig,David Calder
Wyścig,Natalie Dormer
Wyścig,Stephen Mangan
Wyścig,Christian McKay
Wyścig,Alistair Petrie
Wyścig,Julian Rhind-Tutt
Wyścig,Colin Stinton
Wyścig,Jamie de Courcey
Wyścig,Augusto Dallara
Wyścig,Ilario Calvo
Wyścig,Patrick Baladi
Wyścig,Vincent Riotta
Wyścig,Martin Savage
Sieć,Faye Dunaway
Sieć,William Holden
Sieć,Peter Finch
Sieć,Robert Duvall
Sieć,Wesley Addy
Sieć,Ned Beatty
Sieć,Arthur Burghardt
Sieć,Bill Burrows
Sieć,John Carpenter
Sieć,Jordan Charney
Sieć,Kathy Cronkite
Sieć,Ed Crowley
Sieć,Jerome Dempsey
Sieć,Conchata Ferrell
Sieć,Gene Gross
Sieć,Stanley Grover
Sieć,Cindy Grover
Sieć,Darryl Hickman
Egzorcysta,Ellen Burstyn
Egzorcysta,Max von Sydow
Egzorcysta,Linda Blair
Egzorcysta,Lee J. Cobb
Egzorcysta,Kitty Winn
Egzorcysta,Jack MacGowran
Egzorcysta,Jason Miller
Egzorcysta,William O'Malley
Egzorcysta,Barton Heyman
Egzorcysta,Peter Masterson
Egzorcysta,Rudolf Schündler
Egzorcysta,Gina Petrushka
Egzorcysta,Robert Symonds
Egzorcysta,Arthur Storch
Egzorcysta,Thomas Bermingham
Egzorcysta,Vasiliki Maliaros
Egzorcysta,Titos Vandis
Egzorcysta,John Mahon
Najlepsze lata naszego życia,Myrna Loy
Najlepsze lata naszego życia,Dana Andrews
Najlepsze lata naszego życia,Fredric March
Najlepsze lata naszego życia,Teresa Wright
Najlepsze lata naszego życia,Virginia Mayo
Najlepsze lata naszego życia,Cathy O'Donnell
Najlepsze lata naszego życia,Hoagy Carmichael
Najlepsze lata naszego życia,Harold Russell
Najlepsze lata naszego życia,Gladys George
Najlepsze lata naszego życia,Roman Bohnen
Najlepsze lata naszego życia,Ray Collins
Najlepsze lata naszego życia,Minna Gombell
Najlepsze lata naszego życia,Walter Baldwin
Najlepsze lata naszego życia,Steve Cochran
Najlepsze lata naszego życia,Dorothy Adams
Najlepsze lata naszego życia,Don Beddoe
Najlepsze lata naszego życia,Marlene Aames
Najlepsze lata naszego życia,Charles Halton
Stań przy mnie,Wil Wheaton
Stań przy mnie,River Phoenix
Stań przy mnie,Corey Feldman
Stań przy mnie,Jerry O'Connell
Stań przy mnie,Kiefer Sutherland
Stań przy mnie,Casey Siemaszko
Stań przy mnie,Gary Riley
Stań przy mnie,Bradley Gregg
Stań przy mnie,Jason Oliver Lipsett
Stań przy mnie,Marshall Bell
Stań przy mnie,Frances Lee McCain
Stań przy mnie,Bruce Kirby
Stań przy mnie,William Bronder
Stań przy mnie,Scott Beach
Stań przy mnie,Richard Dreyfuss
Stań przy mnie,John Cusack
Stań przy mnie,Madeleine Swift
Stań przy mnie,Popeye
Nienawiść,Vincent Cassel
Nienawiść,Hubert Koundé
Nienawiść,Saïd Taghmaoui
Nienawiść,Abdel Ahmed Ghili
Nienawiść,Solo
Nienawiść,Joseph Momo
Nienawiść,Héloïse Rauth
Nienawiść,Rywka Wajsbrot
Nienawiść,Olga Abrego
Nienawiść,Laurent Labasse
Nienawiść,Choukri Gabteni
Nienawiść,Nabil Ben Mhamed
Nienawiść,Benoît Magimel
Nienawiść,Médard Niang
Nienawiść,Arash Mansour
Nienawiść,Abdel-Moulah Boujdouni
Nienawiść,Mathilde Vitry
Nienawiść,Christian Moro
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Johnny Depp
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Geoffrey Rush
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Orlando Bloom
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Keira Knightley
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Jack Davenport
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Jonathan Pryce
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Lee Arenberg
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Mackenzie Crook
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Damian O'Hare
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Giles New
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Angus Barnett
Piraci z Karaibów: Klątwa ''Czarnej Perły'',David Bailie
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Michael Berry Jr.
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Isaac C. Singleton Jr.
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Kevin McNally
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Treva Etienne
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Zoe Saldana
Piraci z Karaibów: Klątwa ''Czarnej Perły'',Guy Siner
Czarnoksiężnik z Oz,Judy Garland
Czarnoksiężnik z Oz,Frank Morgan
Czarnoksiężnik z Oz,Ray Bolger
Czarnoksiężnik z Oz,Bert Lahr
Czarnoksiężnik z Oz,Jack Haley
Czarnoksiężnik z Oz,Billie Burke
Czarnoksiężnik z Oz,Margaret Hamilton
Czarnoksiężnik z Oz,Charley Grapewin
Czarnoksiężnik z Oz,Pat Walshe
Czarnoksiężnik z Oz,Clara Blandick
Czarnoksiężnik z Oz,Terry
Czarnoksiężnik z Oz,The Singer Midgets
Czarnoksiężnik z Oz,Gladys W. Allison
Czarnoksiężnik z Oz,John Ballas
Czarnoksiężnik z Oz,Franz Balluck
Czarnoksiężnik z Oz,Josefine Balluck
Czarnoksiężnik z Oz,John T. Bambury
Czarnoksiężnik z Oz,Dorothy Barrett
Iniemamocni,Craig T. Nelson
Iniemamocni,Samuel L. Jackson
Iniemamocni,Holly Hunter
Iniemamocni,Jason Lee
Iniemamocni,Dominique Louis
Iniemamocni,Teddy Newton
Iniemamocni,Jean Sincere
Iniemamocni,Eli Fucile
Iniemamocni,Maeve Andrews
Iniemamocni,Wallace Shawn
Iniemamocni,Spencer Fox
Iniemamocni,Lou Romano
Iniemamocni,Wayne Canney
Iniemamocni,Sarah Vowell
Iniemamocni,Michael Bird
Iniemamocni,Elizabeth Peña
Iniemamocni,Bud Luckey
Iniemamocni,Brad Bird
Wszystko za życie,Emile Hirsch
Wszystko za życie,Vince Vaughn
Wszystko za życie,Catherine Keener
Wszystko za życie,Marcia Gay Harden
Wszystko za życie,William Hurt
Wszystko za życie,Jena Malone
Wszystko za życie,Brian H. Dierker
Wszystko za życie,Kristen Stewart
Wszystko za życie,Hal Holbrook
Wszystko za życie,Jim Gallien
Wszystko za życie,James O'Neill
Wszystko za życie,Malinda McCollum
Wszystko za życie,Paul Knauls
Wszystko za życie,Zach Galifianakis
Wszystko za życie,Craig Mutsch
Wszystko za życie,Jim Beidler
Wszystko za życie,John Decker
Wszystko za życie,John Hofer
Mój przyjaciel Hachiko,Richard Gere
Mój przyjaciel Hachiko,Joan Allen
Mój przyjaciel Hachiko,Cary-Hiroyuki Tagawa
Mój przyjaciel Hachiko,Sarah Roemer
Mój przyjaciel Hachiko,Jason Alexander
Mój przyjaciel Hachiko,Erick Avari
Mój przyjaciel Hachiko,Davenia McFadden
Mój przyjaciel Hachiko,Robbie Sublett
Mój przyjaciel Hachiko,Kevin DeCoste
Mój przyjaciel Hachiko,Rob Degnan
Mój przyjaciel Hachiko,Tora Hallström
Mój przyjaciel Hachiko,Donna Sorbello
Mój przyjaciel Hachiko,Frank S. Aronson
Mój przyjaciel Hachiko,Troy Doherty
Mój przyjaciel Hachiko,Ian Sherman
Mój przyjaciel Hachiko,Timothy Crowe
Mój przyjaciel Hachiko,Denece Ryland
Mój przyjaciel Hachiko,Blake Friedman
Być albo nie być,Carole Lombard
Być albo nie być,Jack Benny
Być albo nie być,Robert Stack
Być albo nie być,Felix Bressart
Być albo nie być,Lionel Atwill
Być albo nie być,Stanley Ridges
Być albo nie być,Sig Ruman
Być albo nie być,Tom Dugan
Być albo nie być,Charles Halton
Być albo nie być,George Lynn
Być albo nie być,Henry Victor
Być albo nie być,Maude Eburne
Być albo nie być,Halliwell Hobbes
Być albo nie być,Miles Mander
Być albo nie być,Rudolph Anders
Być albo nie być,Paul Barrett
Być albo nie być,Sven Hugo Borg
Być albo nie być,Danny Borzage
Służąca,Kim Min-hee
Służąca,Ha Jung-woo
Służąca,Cho Jin-woong
Służąca,Moon So-ri
Służąca,Kim Tae-ri
Służąca,Lee Yong-nyeo
Służąca,Yoo Min-chae
Służąca,Lee Dong-hwi
Służąca,Kim Hae-sook
Służąca,Lee Kyu-jung
Służąca,Kim Si-eun
Służąca,Ha Si-yeon
Służąca,Rina Takagi
Służąca,Won Geun-hee
Służąca,Kim Jong-dae
Służąca,Jang Han-sun
Służąca,Kim Eun-yeong
Służąca,Kim Ri-woo
Mój ojciec i mój syn,Çetin Tekindor
Mój ojciec i mój syn,Fikret Kuskan
Mój ojciec i mój syn,Hümeyra
Mój ojciec i mój syn,Ege Tanman
Mój ojciec i mój syn,Serif Sezer
Mój ojciec i mój syn,Yetkin Dikinciler
Mój ojciec i mój syn,Binnur Kaya
Mój ojciec i mój syn,Mahmut Gökgöz
Mój ojciec i mój syn,Nergis Çorakçi
Mój ojciec i mój syn,Bilge Sen
Mój ojciec i mój syn,Tuba Büyüküstün
Mój ojciec i mój syn,Özge Özberk
Mój ojciec i mój syn,Erdal Tosun
Mój ojciec i mój syn,Halit Ergenç
Mój ojciec i mój syn,Tugyan Akay Kavukçu
Mój ojciec i mój syn,Ege Kaya
Mój ojciec i mój syn,Muzaffer Demirel
Mój ojciec i mój syn,Burak Akçakaya
Dzień Świstaka,Bill Murray
Dzień Świstaka,Andie MacDowell
Dzień Świstaka,Chris Elliott
Dzień Świstaka,Stephen Tobolowsky
Dzień Świstaka,Brian Doyle-Murray
Dzień Świstaka,Marita Geraghty
Dzień Świstaka,Angela Paton
Dzień Świstaka,Rick Ducommun
Dzień Świstaka,Rick Overton
Dzień Świstaka,Robin Duke
Dzień Świstaka,Carol Bivins
Dzień Świstaka,Willie Garson
Dzień Świstaka,Ken Hudson Campbell
Dzień Świstaka,Les Podewell
Dzień Świstaka,Rod Sell
Dzień Świstaka,Tom Milanovich
Dzień Świstaka,John M. Watson Sr.
Dzień Świstaka,Peggy Roeder
Bitwa o Algier,Brahim Hadjadj
Bitwa o Algier,Jean Martin
Bitwa o Algier,Yacef Saadi
Bitwa o Algier,Samia Kerbash
Bitwa o Algier,Ugo Paletti
Bitwa o Algier,Fusia El Kader
Bitwa o Algier,Mohamed Ben Kassen
Bitwa o Algier,Franco Moruzzi
Bitwa o Algier,Tommaso Neri
Bitwa o Algier,Rouïched
Bitwa o Algier,Gene Wesson
Grona gniewu,Henry Fonda
Grona gniewu,Jane Darwell
Grona gniewu,John Carradine
Grona gniewu,Charley Grapewin
Grona gniewu,Dorris Bowdon
Grona gniewu,Russell Simpson
Grona gniewu,O.Z. Whitehead
Grona gniewu,John Qualen
Grona gniewu,Eddie Quillan
Grona gniewu,Zeffie Tilbury
Grona gniewu,Frank Sully
Grona gniewu,Frank Darien
Grona gniewu,Darryl Hickman
Grona gniewu,Shirley Mills
Grona gniewu,Roger Imhof
Grona gniewu,Grant Mitchell
Grona gniewu,Charles D. Brown
Grona gniewu,John Arledge
Dźwięki muzyki,Julie Andrews
Dźwięki muzyki,Christopher Plummer
Dźwięki muzyki,Eleanor Parker
Dźwięki muzyki,Richard Haydn
Dźwięki muzyki,Peggy Wood
Dźwięki muzyki,Charmian Carr
Dźwięki muzyki,Heather Menzies-Urich
Dźwięki muzyki,Nicholas Hammond
Dźwięki muzyki,Duane Chase
Dźwięki muzyki,Angela Cartwright
Dźwięki muzyki,Debbie Turner
Dźwięki muzyki,Kym Karath
Dźwięki muzyki,Anna Lee
Dźwięki muzyki,Portia Nelson
Dźwięki muzyki,Ben Wright
Dźwięki muzyki,Daniel Truhitte
Dźwięki muzyki,Norma Varden
Dźwięki muzyki,Gilchrist Stuart
Amores perros,Emilio Echevarría
Amores perros,Gael García Bernal
Amores perros,Goya Toledo
Amores perros,Álvaro Guerrero
Amores perros,Vanessa Bauche
Amores perros,Jorge Salinas
Amores perros,Marco Pérez
Amores perros,Rodrigo Murray
Amores perros,Humberto Busto
Amores perros,Gerardo Campbell
Amores perros,Rosa María Bianchi
Amores perros,Dunia Saldívar
Amores perros,Adriana Barraza
Amores perros,José Sefami
Amores perros,Lourdes Echevarría
Amores perros,Laura Almela
Amores perros,Ricardo Dalmacci
Amores perros,Gustavo Sánchez Parra
Rebeka,Laurence Olivier
Rebeka,Joan Fontaine
Rebeka,George Sanders
Rebeka,Judith Anderson
Rebeka,Nigel Bruce
Rebeka,Reginald Denny
Rebeka,C. Aubrey Smith
Rebeka,Gladys Cooper
Rebeka,Florence Bates
Rebeka,Melville Cooper
Rebeka,Leo G. Carroll
Rebeka,Leonard Carey
Rebeka,Lumsden Hare
Rebeka,Edward Fielding
Rebeka,Philip Winter
Rebeka,Forrester Harvey
Rebeka,Bunny Beatty
Rebeka,Billy Bevan
Nieugięty Luke,Paul Newman
Nieugięty Luke,George Kennedy
Nieugięty Luke,Strother Martin
Nieugięty Luke,J.D. Cannon
Nieugięty Luke,Lou Antonio
Nieugięty Luke,Robert Drivas
Nieugięty Luke,Jo Van Fleet
Nieugięty Luke,Clifton James
Nieugięty Luke,Morgan Woodward
Nieugięty Luke,Luke Askew
Nieugięty Luke,Marc Cavell
Nieugięty Luke,Richard Davalos
Nieugięty Luke,Robert Donner
Nieugięty Luke,Warren Finnerty
Nieugięty Luke,Dennis Hopper
Nieugięty Luke,John McLiam
Nieugięty Luke,Wayne Rogers
Nieugięty Luke,Harry Dean Stanton
Stalowy gigant,Eli Marienthal
Stalowy gigant,Harry Connick Jr.
Stalowy gigant,Jennifer Aniston
Stalowy gigant,Vin Diesel
Stalowy gigant,James Gammon
Stalowy gigant,Cloris Leachman
Stalowy gigant,Christopher McDonald
Stalowy gigant,John Mahoney
Stalowy gigant,M. Emmet Walsh
Stalowy gigant,Jack Angel
Stalowy gigant,Bob Bergen
Stalowy gigant,Mary Kay Bergman
Stalowy gigant,Michael Bird
Stalowy gigant,Devon Cole Borisoff
Stalowy gigant,Rodger Bumpass
Stalowy gigant,Robert Clotworthy
Stalowy gigant,Jennifer Darling
Stalowy gigant,Zack Eginton
Służące,Viola Davis
Służące,Emma Stone
Służące,Octavia Spencer
Służące,Bryce Dallas Howard
Służące,Jessica Chastain
Służące,Ahna O'Reilly
Służące,Allison Janney
Służące,Anna Camp
Służące,Eleanor Henry
Służące,Emma Henry
Służące,Christopher Lowell
Służące,Cicely Tyson
Służące,Mike Vogel
Służące,Sissy Spacek
Służące,Brian Kerwin
Służące,Wes Chatham
Służące,Aunjanue Ellis-Taylor
Służące,Ted Welch
Ich noce,Clark Gable
Ich noce,Claudette Colbert
Ich noce,Walter Connolly
Ich noce,Roscoe Karns
Ich noce,Jameson Thomas
Ich noce,Alan Hale
Ich noce,Arthur Hoyt
Ich noce,Blanche Friderici
Ich noce,Charles C. Wilson
Ich noce,Ernie Adams
Ich noce,Jessie Arnold
Ich noce,Irving Bacon
Ich noce,William Bailey
Ich noce,William Begg
Ich noce,William A. Boardway
Ich noce,Ward Bond
Ich noce,Harry C. Bradley
Ich noce,George P. Breakston
Droga do miasta,Kanu Bannerjee
Droga do miasta,Karuna Bannerjee
Droga do miasta,Subir Banerjee
Droga do miasta,Chunibala Devi
Droga do miasta,Uma Das Gupta
Droga do miasta,Runki Banerjee
Droga do miasta,Reba Devi
Droga do miasta,Aparna Devi
Droga do miasta,Tulsi Chakraborty
Droga do miasta,Haren Banerjee
Droga do miasta,Rampada Das
Droga do miasta,Nibhanani Devi
Droga do miasta,Rama Gangopadhaya
Droga do miasta,Roma Ganguli
Droga do miasta,Binoy Mukherjee
Droga do miasta,Haridhan Nag
Droga do miasta,Harimohan Nag
Droga do miasta,Kshirod Roy
Czterysta batów,Jean-Pierre Léaud
Czterysta batów,Albert Rémy
Czterysta batów,Claire Maurier
Czterysta batów,Guy Decomble
Czterysta batów,Georges Flamant
Czterysta batów,Patrick Auffay
Czterysta batów,Daniel Couturier
Czterysta batów,François Nocher
Czterysta batów,Richard Kanayan
Czterysta batów,Renaud Fontanarosa
Czterysta batów,Michel Girard
Czterysta batów,Serge Moati
Czterysta batów,Bernard Abbou
Czterysta batów,Jean-François Bergouignan
Czterysta batów,Michel Lesignor
Czterysta batów,Luc Andrieux
Czterysta batów,Robert Beauvais
Czterysta batów,Bouchon
Aladyn,Scott Weinger
Aladyn,Robin Williams
Aladyn,Linda Larkin
Aladyn,Jonathan Freeman
Aladyn,Frank Welker
Aladyn,Gilbert Gottfried
Aladyn,Douglas Seale
Aladyn,Charlie Adler
Aladyn,Jack Angel
Aladyn,Corey Burton
Aladyn,Philip L. Clarke
Aladyn,Jim Cummings
Aladyn,Jennifer Darling
Aladyn,Debi Derryberry
Aladyn,Bruce Gooch
Aladyn,Jerry Houser
Aladyn,Vera Lockwood
Aladyn,Sherry Lynn
Tańczący z wilkami,Kevin Costner
Tańczący z wilkami,Mary McDonnell
Tańczący z wilkami,Graham Greene
Tańczący z wilkami,Rodney A. Grant
Tańczący z wilkami,Floyd 'Red Crow' Westerman
Tańczący z wilkami,Tantoo Cardinal
Tańczący z wilkami,Robert Pastorelli
Tańczący z wilkami,Charles Rocket
Tańczący z wilkami,Maury Chaykin
Tańczący z wilkami,Jimmy Herman
Tańczący z wilkami,Nathan Lee Chasing His Horse
Tańczący z wilkami,Michael Spears
Tańczący z wilkami,Jason R. Lone Hill
Tańczący z wilkami,Tony Pierce
Tańczący z wilkami,Doris Leader Charge
Tańczący z wilkami,Tom Everett
Tańczący z wilkami,Larry Joshua
Tańczący z wilkami,Kirk Baltz
Persona,Bibi Andersson
Persona,Liv Ullmann
Persona,Margaretha Krook
Persona,Gunnar Björnstrand
Persona,Jörgen Lindström
